"FOLIO","VIV_SEL","HOGAR","N_INF","P3A1_1","P3A1_2","P4_1","P4_2_2","P7_1","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0006307","05","1","02","2","","","02","2","24","4","396","0006307",468
"0006307","06","1","02","2","","","02","2","24","4","396","0006307",468
"0006307","07","1","01","2","","","01","2","24","4","396","0006307",468
"0006307","08","1","02","2","","","02","2","24","4","396","0006307",468
"0006307","09","1","03","2","","","03","2","24","4","396","0006307",468
"0006307","10","1","03","2","","","03","2","24","4","396","0006307",468
"0006307","11","1","02","1","1","","02","2","24","4","396","0006307",468
"0006307","12","1","02","2","","","01","2","24","4","396","0006307",468
"0006307","13","1","01","2","","","01","2","24","4","396","0006307",468
"0006307","14","1","02","1","1","","02","2","24","4","396","0006307",468
"0006307","15","1","01","2","","","01","2","24","4","396","0006307",468
"0006307","16","1","02","2","","1","02","2","24","4","396","0006307",468
"0006307","16","2","01","2","","2","","2","24","4","396","0006307",468
"0006307","17","1","02","2","","","01","2","24","4","396","0006307",468
"0006307","18","1","02","2","","","02","2","24","4","396","0006307",468
"0006307","19","1","02","2","","","01","2","24","4","396","0006307",468
"0006307","20","1","03","2","","","03","2","24","4","396","0006307",468
"0006308","01","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","02","1","02","2","","","02","2","24","4","395","0006308",374
"0006308","03","1","02","2","","","02","1","24","4","395","0006308",374
"0006308","05","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","06","1","02","2","","","02","2","24","4","395","0006308",374
"0006308","07","1","02","2","","","02","2","24","4","395","0006308",374
"0006308","08","1","02","1","1","","02","2","24","4","395","0006308",374
"0006308","09","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","10","1","02","2","","","01","2","24","4","395","0006308",374
"0006308","11","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","12","1","02","2","","","02","2","24","4","395","0006308",374
"0006308","13","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","14","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","15","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","16","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","17","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","18","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","19","1","01","2","","","01","2","24","4","395","0006308",374
"0006308","20","1","02","2","","","02","1","24","4","395","0006308",374
"0006309","01","1","02","2","","","02","1","24","4","396","0006309",140
"0006309","03","1","02","2","","","01","2","24","4","396","0006309",140
"0006309","04","1","01","2","","","01","2","24","4","396","0006309",140
"0006309","05","1","02","2","","","02","2","24","4","396","0006309",140
"0006310","01","1","02","2","","","02","2","24","1","388","0006310",595
"0006310","02","1","02","1","1","","02","2","24","1","388","0006310",595
"0006310","03","1","02","2","","","01","2","24","1","388","0006310",595
"0006310","04","1","02","2","","","01","2","24","1","388","0006310",595
"0006310","05","1","02","2","","","02","2","24","1","388","0006310",595
"0006312","02","1","01","2","","","01","2","24","1","385","0006312",770
"0006312","03","1","01","1","1","","01","2","24","1","385","0006312",770
"0006312","04","1","02","2","","","01","2","24","1","385","0006312",770
"0006312","05","1","03","2","","","01","1","24","1","385","0006312",770
"0006313","01","1","03","2","","","01","2","24","1","385","0006313",560
"0006313","02","1","01","1","1","","01","2","24","1","385","0006313",560
"0006313","03","1","01","2","","","01","2","24","1","385","0006313",560
"0006313","04","1","02","2","","","02","2","24","1","385","0006313",560
"0006313","05","1","01","2","","","01","2","24","1","385","0006313",560
"0006314","01","1","01","1","1","","01","2","24","1","385","0006314",228
"0006314","04","1","02","2","","","02","2","24","1","385","0006314",228
"0006314","05","1","01","1","1","","01","2","24","1","385","0006314",228
"0006315","01","1","02","2","","","01","1","24","1","385","0006315",1190
"0006315","02","1","02","2","","","02","2","24","1","385","0006315",1190
"0006315","03","1","01","1","2","","01","2","24","1","385","0006315",1190
"0006315","04","1","02","2","","","02","2","24","1","385","0006315",1190
"0006316","01","1","02","2","","","02","2","24","1","385","0006316",385
"0006316","02","1","01","1","1","","01","2","24","1","385","0006316",385
"0006316","03","1","02","2","","","02","2","24","1","385","0006316",385
"0006316","04","1","02","2","","","02","2","24","1","385","0006316",385
"0006316","05","1","01","2","","","01","2","24","1","385","0006316",385
"0006317","01","1","01","2","","","01","2","24","1","385","0006317",263
"0006317","03","1","02","2","","","02","2","24","1","385","0006317",263
"0006317","04","1","02","2","","","02","2","24","1","385","0006317",263
"0006317","05","1","01","2","","","01","2","24","1","385","0006317",263
"0006319","01","1","02","2","","","01","2","24","3","394","0006319",1383
"0006319","02","1","01","2","","","01","2","24","3","394","0006319",1383
"0006319","03","1","01","2","","","01","2","24","3","394","0006319",1383
"0006319","04","1","02","2","","","01","2","24","3","394","0006319",1383
"0006320","01","1","02","2","","","02","2","24","1","385","0006320",420
"0006320","02","1","03","2","","","03","2","24","1","385","0006320",420
"0006320","03","1","01","2","","","01","2","24","1","385","0006320",420
"0006320","04","1","01","2","","","01","2","24","1","385","0006320",420
"0006320","05","1","02","2","","","02","2","24","1","385","0006320",420
"0006321","01","1","01","2","","","02","1","24","1","385","0006321",455
"0006321","02","1","02","2","","","02","2","24","1","385","0006321",455
"0006321","03","1","01","2","","","01","2","24","1","385","0006321",455
"0006321","04","1","02","2","","","02","2","24","1","385","0006321",455
"0006321","05","1","01","2","","","04","2","24","1","385","0006321",455
"0006322","01","1","01","2","","","01","2","24","1","385","0006322",438
"0006322","02","1","01","2","","","01","2","24","1","385","0006322",438
"0006322","03","1","01","2","","","01","2","24","1","385","0006322",438
"0006322","04","1","02","2","","","01","2","24","1","385","0006322",438
"0006322","05","1","01","2","","","01","2","24","1","385","0006322",438
"0006323","01","1","02","2","","","02","2","24","1","385","0006323",88
"0006323","04","1","01","2","","","01","2","24","1","385","0006323",88
"0006323","05","1","02","2","","","02","2","24","1","385","0006323",88
"0006324","01","1","03","2","","","03","2","24","3","394","0006324",245
"0006324","02","1","01","2","","","01","2","24","3","394","0006324",245
"0006324","03","1","02","2","","","01","2","24","3","394","0006324",245
"0006324","04","1","02","1","1","","02","2","24","3","394","0006324",245
"0006325","01","1","02","2","","","02","2","24","3","394","0006325",105
"0006325","03","1","01","2","","","01","2","24","3","394","0006325",105
"0006325","04","1","02","2","","","02","2","24","3","394","0006325",105
"0006325","05","1","02","2","","","02","2","24","3","394","0006325",105
"0006326","03","1","01","1","1","","01","2","24","1","385","0006326",88
"0006326","05","1","01","2","","","01","2","24","1","385","0006326",88
"0006327","02","1","01","2","","","01","2","24","1","385","0006327",193
"0006327","05","1","01","2","","","01","2","24","1","385","0006327",193
"0006328","01","1","01","2","","","01","2","24","3","394","0006328",1120
"0006328","03","1","01","1","1","","01","2","24","3","394","0006328",1120
"0006328","04","1","01","2","","","01","2","24","3","394","0006328",1120
"0006328","05","1","02","2","","","01","2","24","3","394","0006328",1120
"0006329","01","1","01","2","","","01","2","25","1","404","0006329",522
"0006329","02","1","01","2","","","01","2","25","1","404","0006329",522
"0006329","03","1","02","2","","","02","2","25","1","404","0006329",522
"0006329","04","1","01","2","","","01","2","25","1","404","0006329",522
"0006329","05","1","02","2","","","01","2","25","1","404","0006329",522
"0006330","01","1","01","2","","","01","2","25","1","404","0006330",555
"0006330","03","1","02","2","","","01","2","25","1","404","0006330",555
"0006330","04","1","01","2","","","01","2","25","1","404","0006330",555
"0006331","01","1","01","2","","","01","2","25","1","405","0006331",547
"0006331","02","1","02","2","","","02","2","25","1","405","0006331",547
"0006331","03","1","02","2","","","01","2","25","1","405","0006331",547
"0006331","05","1","01","2","","","01","2","25","1","405","0006331",547
"0006332","03","1","02","2","","","02","2","25","1","404","0006332",547
"0006332","04","1","01","2","","","01","1","25","1","404","0006332",547
"0006333","01","1","01","2","","","01","2","25","1","404","0006333",430
"0006333","02","1","02","2","","","02","2","25","1","404","0006333",430
"0006333","04","1","01","2","","","01","2","25","1","404","0006333",430
"0006333","05","1","02","1","1","","02","2","25","1","404","0006333",430
"0006334","01","1","01","2","","","01","1","25","1","405","0006334",599
"0006334","03","1","02","2","","","01","2","25","1","405","0006334",599
"0006334","04","1","01","2","","","01","2","25","1","405","0006334",599
"0006334","05","1","01","2","","","02","2","25","1","405","0006334",599
"0006335","02","1","01","2","","","01","2","25","1","404","0006335",455
"0006335","03","1","01","2","","","01","2","25","1","404","0006335",455
"0006335","04","1","02","1","1","","02","2","25","1","404","0006335",455
"0006335","05","1","01","1","1","","01","2","25","1","404","0006335",455
"0006336","02","1","01","2","","","01","2","25","1","404","0006336",542
"0006336","03","1","01","2","","","01","1","25","1","404","0006336",542
"0006336","05","1","02","2","","","02","2","25","1","404","0006336",542
"0006337","01","1","02","2","","","02","2","25","1","404","0006337",459
"0006337","02","1","01","2","","","01","2","25","1","404","0006337",459
"0006337","03","1","01","2","","","01","2","25","1","404","0006337",459
"0006337","04","1","01","2","","","01","2","25","1","404","0006337",459
"0006337","05","1","02","2","","","02","1","25","1","404","0006337",459
"0006338","01","1","01","2","","","02","2","25","1","404","0006338",345
"0006338","02","1","04","1","1","","01","2","25","1","404","0006338",345
"0006338","03","1","01","2","","","01","2","25","1","404","0006338",345
"0006338","04","1","01","2","","","01","2","25","1","404","0006338",345
"0006338","05","1","01","1","1","","01","1","25","1","404","0006338",345
"0006339","01","1","05","2","","","05","2","25","1","404","0006339",495
"0006339","02","1","02","2","","","02","2","25","1","404","0006339",495
"0006339","03","1","01","1","1","","01","2","25","1","404","0006339",495
"0006339","04","1","01","2","","","01","2","25","1","404","0006339",495
"0006339","05","1","02","2","","","02","2","25","1","404","0006339",495
"0006340","01","1","01","2","","","01","2","25","1","404","0006340",390
"0006340","03","1","02","1","1","","02","2","25","1","404","0006340",390
"0006340","04","1","01","2","","","01","1","25","1","404","0006340",390
"0006340","05","1","02","2","","","01","1","25","1","404","0006340",390
"0006341","01","1","01","2","","","01","2","25","1","404","0006341",508
"0006341","02","1","01","2","","","01","2","25","1","404","0006341",508
"0006341","03","1","01","1","1","","01","2","25","1","404","0006341",508
"0006341","04","1","02","2","","","01","2","25","1","404","0006341",508
"0006341","05","1","01","2","","","01","2","25","1","404","0006341",508
"0006342","02","1","01","2","","","01","1","25","1","405","0006342",461
"0006342","03","1","03","2","","","01","1","25","1","405","0006342",461
"0006342","04","1","01","2","","","01","2","25","1","405","0006342",461
"0006342","05","1","01","1","1","","02","2","25","1","405","0006342",461
"0006343","01","1","01","2","","","01","2","25","1","404","0006343",505
"0006343","02","1","01","2","","","01","1","25","1","404","0006343",505
"0006343","03","1","01","2","","","01","2","25","1","404","0006343",505
"0006343","04","1","01","2","","","01","2","25","1","404","0006343",505
"0006343","05","1","02","2","","","02","2","25","1","404","0006343",505
