"FOLIO","VIV_SEL","HOGAR","C_DENEVI","P3A2_2","P3A2_3","P3A3","P3A4","P3A5","P3A6","P3A7","P3A8_1","P3A8_2","P3A8_3","P3A9","P3A10","P3A11","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0000332","04","1","1","02","","1","2","","02","","1","","","3","2","8","02","1","022","0000332",475
"0000332","05","1","1","01","","2","4","","05","2","","","","","","","02","1","022","0000332",475
"0000333","01","1","1","01","","2","2","","08","","2","","","2","1","","02","1","022","0000333",658
"0000333","01","1","2","03","","2","2","","08","","2","","","2","1","","02","1","022","0000333",658
"0000333","02","1","1","03","","2","2","","05","","2","","","2","2","8","02","1","022","0000333",658
"0000333","03","1","1","03","","1","1","5","","","","","","","","","02","1","022","0000333",658
"0000336","01","1","1","01","","3","2","","05","","1","2","","3","2","3","02","1","021","0000336",713
"0000336","02","1","1","03","","3","2","","02","","2","","","2","2","1","02","1","021","0000336",713
"0000337","02","1","1","02","","2","4","","05","1","2","","","1","2","1","02","1","021","0000337",611
"0000337","03","1","1","01","","2","2","","05","","2","","","4","1","","02","1","021","0000337",611
"0000338","05","1","1","01","","2","4","","05","2","","","","","","","02","1","022","0000338",618
"0000339","03","1","1","02","","2","3","","05","","2","","","3","2","1","02","1","023","0000339",740
"0000340","01","1","1","01","","2","4","","05","1","2","","","1","1","","02","1","023","0000340",488
"0000340","02","1","1","02","","4","4","","03","2","","","","","","","02","1","023","0000340",488
"0000340","02","1","2","03","","4","4","","03","2","","","","","","","02","1","023","0000340",488
"0000340","04","1","1","01","","2","4","","05","2","","","","","","","02","1","023","0000340",488
"0000343","01","1","1","01","","2","4","","01","1","1","","","1","2","8","02","1","022","0000343",471
"0000343","04","1","1","02","","2","3","","05","","2","","","2","2","1","02","1","022","0000343",471
"0000343","05","1","1","03","","2","2","","05","","2","","","2","2","8","02","1","022","0000343",471
"0000344","02","1","1","04","","1","3","","05","","2","","","9","2","1","02","1","018","0000344",611
"0000344","04","1","1","01","02","3","2","","05","","1","2","","3","1","","02","1","018","0000344",611
"0000344","04","1","2","02","","3","3","","05","","1","2","","3","1","","02","1","018","0000344",611
"0000344","04","1","3","02","","3","2","","05","","1","2","","3","1","","02","1","018","0000344",611
"0000345","02","1","1","04","","2","1","6","","","","","","","","","02","1","018","0000345",580
"0000345","04","1","1","02","03","2","1","5","","","","","","","","","02","1","018","0000345",580
"0000345","04","1","2","03","","2","2","","05","","2","","","1","2","9","02","1","018","0000345",580
"0000345","04","2","1","02","03","1","1","4","","","","","","","","","02","1","018","0000345",580
"0000345","04","2","2","02","03","2","1","4","","","","","","","","","02","1","018","0000345",580
"0000345","05","1","1","01","","1","1","4","","","","","","","","","02","1","018","0000345",580
"0000345","05","1","2","02","","1","1","4","","","","","","","","","02","1","018","0000345",580
"0000345","05","1","3","03","","9","1","4","","","","","","","","","02","1","018","0000345",580
"0000348","04","1","1","03","04","5","2","","05","","1","","","9","2","1","02","1","018","0000348",770
"0000348","04","1","2","04","","3","2","","05","","1","","","2","2","8","02","1","018","0000348",770
"0000353","05","1","1","01","","2","1","5","","","","","","","","","02","1","018","0000353",878
"0000354","02","1","1","02","","2","4","","05","1","1","","","2","1","","02","1","018","0000354",590
"0000354","04","1","1","01","","3","3","","05","","4","","","1","2","1","02","1","018","0000354",590
"0000355","03","1","1","01","","2","3","","07","","1","","","1","2","1","02","1","017","0000355",531
"0000355","04","1","1","03","","2","3","","05","","1","2","","1","1","","02","1","017","0000355",531
"0000355","05","1","1","03","","2","2","","05","","1","","","3","2","1","02","1","017","0000355",531
"0000356","02","1","1","02","","2","1","6","","","","","","","","","02","1","018","0000356",588
"0000356","04","1","1","01","","3","1","6","","","","","","","","","02","1","018","0000356",588
"0000356","05","1","1","01","","2","4","","05","2","","","","","","","02","1","018","0000356",588
"0000357","03","1","1","01","","1","3","","01","","1","","","1","2","1","02","1","018","0000357",874
"0000358","02","1","1","01","","5","4","","05","1","1","","","3","2","1","02","1","018","0000358",668
"0000359","01","1","1","01","","2","3","","01","","2","","","3","2","8","02","1","018","0000359",586
"0000359","03","1","1","02","","1","1","5","","","","","","","","","02","1","018","0000359",586
"0000359","04","1","1","01","","3","2","","05","","2","","","4","2","1","02","1","018","0000359",586
"0000361","04","1","1","01","","3","3","","01","","2","","","3","1","","02","1","018","0000361",816
"0000361","05","1","1","01","","2","1","3","","","","","","","","","02","1","018","0000361",816
"0000363","04","1","1","01","","2","3","","05","","1","2","","2","2","1","02","1","019","0000363",707
"0000367","01","1","1","01","","2","4","","03","1","1","","","1","2","1","02","1","017","0000367",857
"0000367","02","1","1","01","","2","3","","05","","1","2","","1","2","8","02","1","017","0000367",857
"0000368","02","1","1","03","","3","2","","07","","1","","","5","1","","02","1","019","0000368",657
"0000369","02","1","1","02","","2","2","","05","","2","","","3","1","","02","1","018","0000369",641
"0000375","05","1","1","01","","2","3","","02","","2","","","1","2","1","02","1","018","0000375",699
"0000376","02","1","1","02","","2","3","","05","","2","","","2","1","","02","1","018","0000376",768
"0000376","04","1","1","03","","2","1","1","","","","","","","","","02","1","018","0000376",768
"0000378","02","1","1","03","","2","4","","05","1","1","2","","1","1","","02","1","018","0000378",716
"0000380","04","1","1","03","","3","2","","05","","2","","","9","1","","02","1","019","0000380",880
"0000381","05","1","1","04","","3","2","","05","","2","","","9","1","","02","1","018","0000381",647
"0000382","04","1","1","01","","2","3","","02","","2","","","2","2","1","02","1","017","0000382",900
"0000382","05","1","1","02","","3","4","","05","2","","","","","","","02","1","017","0000382",900
"0000385","05","1","1","03","","2","2","","05","","9","","","9","2","1","02","1","018","0000385",752
"0000388","01","1","1","03","","2","3","","05","","2","","","3","2","1","02","1","018","0000388",494
"0000388","02","1","1","05","","2","2","","02","","2","","","9","2","1","02","1","018","0000388",494
"0000393","04","1","1","03","","1","1","4","","","","","","","","","02","1","019","0000393",646
"0000394","01","1","1","02","","1","1","3","","","","","","","","","02","1","017","0000394",678
"0000395","04","1","1","01","","2","3","","05","","1","","","2","2","1","02","1","018","0000395",713
"0000403","01","1","1","03","","3","4","","02","2","","","","","","","02","1","019","0000403",618
"0000412","01","1","1","03","","1","1","6","","","","","","","","","02","1","019","0000412",793
"0000412","03","1","1","01","","2","3","","08","","1","2","","1","2","1","02","1","019","0000412",793
"0000412","04","1","1","01","","2","3","","05","","2","","","3","2","1","02","1","019","0000412",793
"0000412","05","1","1","02","","2","2","","05","","1","","","1","2","1","02","1","019","0000412",793
"0000412","05","1","2","03","","1","2","","05","","1","","","1","2","1","02","1","019","0000412",793
"0000413","01","1","1","03","","3","2","","05","","2","","","3","1","","02","1","019","0000413",633
"0000413","03","1","1","01","","2","2","","06","","2","","","3","1","","02","1","019","0000413",633
"0000413","04","1","1","02","","3","4","","02","2","","","","","","","02","1","019","0000413",633
"0000414","02","2","1","01","","2","2","","05","","2","","","3","2","1","02","1","019","0000414",548
"0000415","02","1","1","02","","2","1","2","","","","","","","","","02","1","017","0000415",571
"0000417","02","1","1","04","","2","2","","05","","2","","","2","2","1","02","1","017","0000417",592
"0000417","03","1","1","01","","3","2","","05","","2","","","3","2","1","02","1","017","0000417",592
"0000423","03","1","1","01","","2","3","","02","","2","","","4","1","","02","1","019","0000423",673
"0000424","02","1","1","03","","2","2","","05","","3","","","9","2","1","02","1","019","0000424",486
"0000424","04","1","1","01","","3","9","","","","","","","","","","02","1","019","0000424",486
"0000427","03","1","1","01","","3","4","","05","1","9","","","9","2","1","02","1","017","0000427",656
"0000429","02","1","1","01","","2","3","","02","","2","","","3","1","","02","1","017","0000429",539
"0000430","03","1","1","01","","4","2","","05","","5","","","3","1","","02","1","013","0000430",450
"0000430","04","1","1","01","","2","3","","05","","1","","","3","2","1","02","1","013","0000430",450
"0000431","03","1","1","01","","3","2","","02","","2","","","2","1","","02","1","013","0000431",570
"0000431","05","1","1","02","","2","4","","01","2","","","","","","","02","1","013","0000431",570
"0000432","02","1","1","04","","3","2","","01","","1","","","3","2","3","02","1","013","0000432",400
"0000432","03","1","1","03","","2","2","","02","","2","","","3","2","3","02","1","013","0000432",400
"0000433","04","1","1","01","","2","4","","05","2","","","","","","","02","1","013","0000433",473
"0000434","03","1","1","07","","3","4","","07","2","","","","","","","02","1","012","0000434",552
"0000434","04","1","1","03","","3","4","","07","2","","","","","","","02","1","012","0000434",552
"0000435","04","1","1","03","","3","4","","01","2","","","","","","","02","1","013","0000435",672
"0000436","01","1","1","01","","3","2","","02","","2","","","3","2","5","02","1","013","0000436",615
"0000436","03","1","1","02","","5","4","","05","1","1","","","2","2","7","02","1","013","0000436",615
"0000436","04","1","1","01","","2","4","","03","1","1","","","1","2","3","02","1","013","0000436",615
"0000437","02","1","1","04","","3","2","","02","","2","","","2","2","3","02","1","012","0000437",524
"0000437","04","1","1","01","","3","4","","05","2","","","","","","","02","1","012","0000437",524
"0000439","03","1","1","03","","2","1","2","","","","","","","","","02","1","014","0000439",547
"0000439","05","1","1","01","02","3","3","","07","","3","","","4","1","","02","1","014","0000439",547
"0000440","03","1","1","02","","3","2","","05","","2","","","4","2","1","02","1","013","0000440",486
"0000441","04","1","1","01","","3","2","","02","","2","","","2","2","2","02","1","014","0000441",404
"0000441","05","1","1","02","","2","2","","02","","2","","","3","2","1","02","1","014","0000441",404
"0000443","02","1","1","01","","2","2","","05","","2","4","","2","2","3","02","1","012","0000443",852
"0000444","02","1","1","01","","4","4","","07","1","1","","","1","2","1","02","1","013","0000444",617
"0000444","04","1","1","01","","4","4","","07","1","1","","","2","2","2","02","1","013","0000444",617
"0000445","02","1","1","01","","3","2","","02","","4","","","2","2","3","02","1","012","0000445",490
"0000445","03","1","1","01","","2","2","","02","","2","","","2","2","2","02","1","012","0000445",490
"0000445","04","1","1","04","","3","2","","02","","4","","","2","2","3","02","1","012","0000445",490
"0000445","05","1","1","03","","3","2","","02","","2","","","2","2","2","02","1","012","0000445",490
"0000446","03","1","1","03","","2","1","5","","","","","","","","","02","1","013","0000446",545
"0000447","05","1","1","03","","2","1","6","","","","","","","","","02","1","012","0000447",510
"0000448","04","1","1","01","","3","4","","07","2","","","","","","","02","1","013","0000448",543
"0000448","05","1","1","02","","2","2","","02","","2","","","3","2","2","02","1","013","0000448",543
"0000450","01","1","1","01","","5","4","","05","2","","","","","","","02","1","014","0000450",663
"0000450","02","1","1","01","","3","4","","01","1","1","","","4","1","","02","1","014","0000450",663
"0000451","03","1","1","03","","2","2","","02","","3","","","4","1","","02","1","014","0000451",526
"0000452","02","1","1","01","","3","2","","01","","2","","","3","1","","02","1","014","0000452",688
"0000452","04","1","1","02","","2","4","","05","1","8","","","2","1","","02","1","014","0000452",688
"0000453","04","1","1","01","","2","4","","05","2","","","","","","","02","1","012","0000453",463
"0000454","03","1","1","01","","3","2","","03","","1","","","2","2","3","02","1","013","0000454",660
"0000454","05","1","1","02","","2","4","","05","2","","","","","","","02","1","013","0000454",660
"0000455","03","1","1","01","","3","2","","08","","1","","","4","2","3","02","1","013","0000455",663
"0000456","01","1","1","01","","2","2","","07","","1","","","2","2","2","02","1","012","0000456",580
"0000456","03","1","1","01","","3","2","","02","","2","","","2","2","3","02","1","012","0000456",580
"0000456","04","1","1","02","","2","2","","02","","2","","","2","2","3","02","1","012","0000456",580
"0000457","01","1","1","01","","2","3","","08","","1","","","2","1","","02","1","013","0000457",470
"0000458","01","1","1","01","","3","4","","05","2","","","","","","","02","1","012","0000458",529
"0000458","04","1","1","02","","2","4","","05","2","","","","","","","02","1","012","0000458",529
"0000459","01","1","1","03","","1","1","2","","","","","","","","","02","1","014","0000459",479
"0000460","01","1","1","02","","4","3","","02","","2","","","4","2","6","02","1","013","0000460",509
"0000460","02","1","1","02","","3","2","","05","","6","","","5","2","8","02","1","013","0000460",509
"0000460","04","1","1","01","","3","2","","05","","2","","","4","1","","02","1","013","0000460",509
"0000461","05","1","1","03","","2","4","","05","1","1","","","3","1","","02","1","014","0000461",570
"0000462","01","1","1","01","","3","2","","05","","1","","","2","2","3","02","1","012","0000462",438
